what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1350506061399
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1350506061399
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1350506061399
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1350506061401
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1350506061401
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1350506061402
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1350506061402
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1350506061405
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1350506061406
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1350506061412
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1350506061412
started,bundle,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt",1350506061412
started,bundle,com.android.ide.eclipse.base,20.0.3.v201208082019-427395,"com.android.ide.eclipse.base",1350506061413
os,sysinfo,,,"win32",1350506061416
arch,sysinfo,,,"x86",1350506061416
ws,sysinfo,,,"win32",1350506061416
locale,sysinfo,,,"en_US",1350506061416
processors,sysinfo,,,"4",1350506061416
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1350506061416
java.runtime.version,sysinfo,,,"1.7.0_03-b05",1350506061416
java.specification.name,sysinfo,,,"Java Platform API Specification",1350506061416
java.specification.vendor,sysinfo,,,"Oracle Corporation",1350506061416
java.specification.version,sysinfo,,,"1.7",1350506061416
java.vendor,sysinfo,,,"Oracle Corporation",1350506061416
java.version,sysinfo,,,"1.7.0_03",1350506061416
java.vm.info,sysinfo,,,"mixed mode, sharing",1350506061416
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1350506061416
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1350506061416
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1350506061416
java.vm.specification.version,sysinfo,,,"1.7",1350506061416
java.vm.vendor,sysinfo,,,"Oracle Corporation",1350506061416
java.vm.version,sysinfo,,,"22.1-b02",1350506061416
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1350506061437
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1350506061443
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1350506061588
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1350506068450
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1350506068490
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1350506068879
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350506070141
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350506084367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350506403823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350506448105
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350506452403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350506455902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350506459945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350506461188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350506464709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350506465641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350506467113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350506471958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350506496154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350506497043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350506514255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350506527479
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1350506533730
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1350506539963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350506558989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350506562516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350506567698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350506583680
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350506584689
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1350506584935
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350506587931
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350506588961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350506592474
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350506593065
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350506593219
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350506593249
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350506595452
started,bundle,org.eclipse.mylyn.java.tasks,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.tasks",1350506595987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350506596410
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350506602133
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350506602273
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350506604343
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350506604478
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350506605423
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350506605558
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350506606758
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350506606903
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350506608596
