what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350851067648
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350851067664
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350851069226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350851073734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350851073812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350851073828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350851075200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350851075341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350851076277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350851078086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350851078149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350851078164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350851079912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350851079990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350851081534
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350851092423
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350851093967
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350851093967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350851112101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350851154915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350851165913
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1350851176318
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350851176661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350851187129
